,Rx Time (sec),Rx Intensity,Rx Voltage PWM (V)
837,55.309197664260864,28,0.924
838,55.33577871322632,28,0.924
839,55.36236381530762,28,0.924
840,55.3890917301178,28,0.924
841,55.415621757507324,28,0.924
842,55.44219374656677,28,0.924
843,55.468812704086304,28,0.924
844,55.49544882774353,28,0.924
845,55.522095680236816,28,0.924
846,55.54867196083069,28,0.924
847,55.57526183128357,28,0.924
848,55.60184597969055,28,0.924
849,55.628461837768555,28,0.924
850,55.65508198738098,28,0.924
851,55.681668758392334,28,0.924
852,55.708250761032104,28,0.924
853,55.73492884635925,28,0.924
854,55.76154279708862,28,0.924
855,55.78812575340271,28,0.924
856,55.81472682952881,28,0.924
857,56.34873175621033,100,3.3
858,56.76996302604675,100,3.3
859,57.191173791885376,100,3.3
860,57.61225485801697,100,3.3
861,58.03342890739441,100,3.3
862,58.45476984977722,100,3.3
863,58.876160860061646,100,3.3
864,59.29753279685974,100,3.3
865,59.718912839889526,100,3.3
